0.0000000000000000e+00,8.3103879849812351e-02
1.0010010010010010e-03,8.4772632457238289e-02
2.0020020020020020e-03,8.6441385064664242e-02
3.0030030030030030e-03,8.8110137672090194e-02
4.0040040040040040e-03,8.9778890279516146e-02
5.0050050050050058e-03,9.1447642886942085e-02
6.0060060060060060e-03,9.3116395494368037e-02
7.0070070070070078e-03,9.4785148101793990e-02
8.0080080080080079e-03,9.6453900709219928e-02
9.0090090090090089e-03,9.8122653316645880e-02
1.0010010010010012e-02,9.9791405924071833e-02
1.1011011011011011e-02,1.0146015853149778e-01
1.2012012012012012e-02,1.0312891113892372e-01
1.3013013013013013e-02,1.0479766374634968e-01
1.4014014014014016e-02,1.0646641635377564e-01
1.5015015015015017e-02,1.0813516896120158e-01
1.6016016016016016e-02,1.0980392156862753e-01
1.7017017017017019e-02,1.1147267417605349e-01
1.8018018018018018e-02,1.1314142678347944e-01
1.9019019019019021e-02,1.1481017939090538e-01
2.0020020020020023e-02,1.1647893199833133e-01
2.1021021021021023e-02,1.1814768460575728e-01
2.2022022022022022e-02,1.1981643721318322e-01
2.3023023023023025e-02,1.2148518982060917e-01
2.4024024024024024e-02,1.2315394242803512e-01
2.5025025025025027e-02,1.2482269503546108e-01
2.6026026026026026e-02,1.2649144764288703e-01
2.7027027027027032e-02,1.2816020025031299e-01
2.8028028028028031e-02,1.2982895285773893e-01
2.9029029029029031e-02,1.3149770546516487e-01
3.0030030030030033e-02,1.3316645807259084e-01
3.1031031031031032e-02,1.3483521068001678e-01
3.2032032032032032e-02,1.3650396328744271e-01
3.3033033033033038e-02,1.3817271589486868e-01
3.4034034034034037e-02,1.3984146850229462e-01
3.5035035035035036e-02,1.4151022110972056e-01
3.6036036036036036e-02,1.4317897371714652e-01
3.7037037037037035e-02,1.4484772632457246e-01
3.8038038038038041e-02,1.4651647893199840e-01
3.9039039039039040e-02,1.4818523153942437e-01
4.0040040040040047e-02,1.4985398414685031e-01
4.1041041041041046e-02,1.5152273675427627e-01
4.2042042042042045e-02,1.5319148936170221e-01
4.3043043043043044e-02,1.5486024196912815e-01
4.4044044044044044e-02,1.5652899457655411e-01
4.5045045045045050e-02,1.5819774718398005e-01
4.6046046046046049e-02,1.5986649979140599e-01
4.7047047047047048e-02,1.6153525239883196e-01
4.8048048048048048e-02,1.6320400500625790e-01
4.9049049049049047e-02,1.6487275761368383e-01
5.0050050050050053e-02,1.6654151022110980e-01
5.1051051051051052e-02,1.6821026282853574e-01
5.2052052052052052e-02,1.6987901543596168e-01
5.3053053053053051e-02,1.7154776804338764e-01
5.4054054054054064e-02,1.7321652065081361e-01
5.5055055055055063e-02,1.7488527325823958e-01
5.6056056056056063e-02,1.7655402586566551e-01
5.7057057057057062e-02,1.7822277847309145e-01
5.8058058058058061e-02,1.7989153108051742e-01
5.9059059059059067e-02,1.8156028368794336e-01
6.0060060060060066e-02,1.8322903629536930e-01
6.1061061061061066e-02,1.8489778890279526e-01
6.2062062062062065e-02,1.8656654151022120e-01
6.3063063063063071e-02,1.8823529411764714e-01
6.4064064064064064e-02,1.8990404672507311e-01
6.5065065065065070e-02,1.9157279933249904e-01
6.6066066066066076e-02,1.9324155193992501e-01
6.7067067067067068e-02,1.9491030454735095e-01
6.8068068068068074e-02,1.9657905715477689e-01
6.9069069069069067e-02,1.9824780976220285e-01
7.0070070070070073e-02,1.9991656236962879e-01
7.1071071071071079e-02,2.0158531497705473e-01
7.2072072072072071e-02,2.0325406758448070e-01
7.3073073073073078e-02,2.0492282019190664e-01
7.4074074074074070e-02,2.0659157279933257e-01
7.5075075075075090e-02,2.0826032540675854e-01
7.6076076076076082e-02,2.0992907801418448e-01
7.7077077077077089e-02,2.1159783062161042e-01
7.8078078078078081e-02,2.1326658322903638e-01
7.9079079079079087e-02,2.1493533583646232e-01
8.0080080080080093e-02,2.1660408844388829e-01
8.1081081081081086e-02,2.1827284105131423e-01
8.2082082082082092e-02,2.1994159365874016e-01
8.3083083083083084e-02,2.2161034626616613e-01
8.4084084084084090e-02,2.2327909887359207e-01
8.5085085085085096e-02,2.2494785148101801e-01
8.6086086086086089e-02,2.2661660408844397e-01
8.7087087087087095e-02,2.2828535669586991e-01
8.8088088088088087e-02,2.2995410930329585e-01
8.9089089089089094e-02,2.3162286191072182e-01
9.0090090090090100e-02,2.3329161451814776e-01
9.1091091091091092e-02,2.3496036712557369e-01
9.2092092092092098e-02,2.3662911973299966e-01
9.3093093093093091e-02,2.3829787234042560e-01
9.4094094094094097e-02,2.3996662494785156e-01
9.5095095095095103e-02,2.4163537755527750e-01
9.6096096096096095e-02,2.4330413016270344e-01
9.7097097097097101e-02,2.4497288277012941e-01
9.8098098098098094e-02,2.4664163537755535e-01
9.9099099099099100e-02,2.4831038798498128e-01
1.0010010010010011e-01,2.4997914059240725e-01
1.0110110110110110e-01,2.5164789319983322e-01
1.0210210210210210e-01,2.5331664580725916e-01
1.0310310310310310e-01,2.5498539841468509e-01
1.0410410410410410e-01,2.5665415102211103e-01
1.0510510510510511e-01,2.5832290362953697e-01
1.0610610610610610e-01,2.5999165623696291e-01
1.0710710710710712e-01,2.6166040884438890e-01
1.0810810810810813e-01,2.6332916145181484e-01
1.0910910910910912e-01,2.6499791405924078e-01
1.1011011011011013e-01,2.6666666666666677e-01
1.1111111111111112e-01,2.6833541927409271e-01
1.1211211211211213e-01,2.7000417188151871e-01
1.1311311311311313e-01,2.7167292448894464e-01
1.1411411411411412e-01,2.7334167709637058e-01
1.1511511511511513e-01,2.7501042970379652e-01
1.1611611611611612e-01,2.7667918231122246e-01
1.1711711711711713e-01,2.7834793491864840e-01
1.1811811811811813e-01,2.8001668752607439e-01
1.1911911911911913e-01,2.8168544013350033e-01
1.2012012012012013e-01,2.8335419274092627e-01
1.2112112112112113e-01,2.8502294534835221e-01
1.2212212212212213e-01,2.8669169795577815e-01
1.2312312312312314e-01,2.8836045056320414e-01
1.2412412412412413e-01,2.9002920317063008e-01
1.2512512512512514e-01,2.9169795577805602e-01
1.2612612612612614e-01,2.9336670838548196e-01
1.2712712712712715e-01,2.9503546099290789e-01
1.2812812812812813e-01,2.9670421360033383e-01
1.2912912912912913e-01,2.9837296620775983e-01
1.3013013013013014e-01,3.0004171881518577e-01
1.3113113113113115e-01,3.0171047142261170e-01
1.3213213213213215e-01,3.0337922403003764e-01
1.3313313313313313e-01,3.0504797663746358e-01
1.3413413413413414e-01,3.0671672924488952e-01
1.3513513513513514e-01,3.0838548185231551e-01
1.3613613613613615e-01,3.1005423445974145e-01
1.3713713713713716e-01,3.1172298706716739e-01
1.3813813813813813e-01,3.1339173967459333e-01
1.3913913913913914e-01,3.1506049228201927e-01
1.4014014014014015e-01,3.1672924488944526e-01
1.4114114114114115e-01,3.1839799749687120e-01
1.4214214214214216e-01,3.2006675010429714e-01
1.4314314314314314e-01,3.2173550271172308e-01
1.4414414414414414e-01,3.2340425531914901e-01
1.4514514514514515e-01,3.2507300792657495e-01
1.4614614614614616e-01,3.2674176053400095e-01
1.4714714714714716e-01,3.2841051314142689e-01
1.4814814814814814e-01,3.3007926574885282e-01
1.4914914914914915e-01,3.3174801835627876e-01
1.5015015015015018e-01,3.3341677096370470e-01
1.5115115115115116e-01,3.3508552357113069e-01
1.5215215215215216e-01,3.3675427617855663e-01
1.5315315315315317e-01,3.3842302878598257e-01
1.5415415415415418e-01,3.4009178139340851e-01
1.5515515515515518e-01,3.4176053400083445e-01
1.5615615615615616e-01,3.4342928660826039e-01
1.5715715715715717e-01,3.4509803921568638e-01
1.5815815815815817e-01,3.4676679182311232e-01
1.5915915915915918e-01,3.4843554443053826e-01
1.6016016016016019e-01,3.5010429703796420e-01
1.6116116116116116e-01,3.5177304964539013e-01
1.6216216216216217e-01,3.5344180225281607e-01
1.6316316316316318e-01,3.5511055486024207e-01
1.6416416416416418e-01,3.5677930746766801e-01
1.6516516516516519e-01,3.5844806007509394e-01
1.6616616616616617e-01,3.6011681268251988e-01
1.6716716716716717e-01,3.6178556528994582e-01
1.6816816816816818e-01,3.6345431789737181e-01
1.6916916916916919e-01,3.6512307050479775e-01
1.7017017017017019e-01,3.6679182311222369e-01
1.7117117117117117e-01,3.6846057571964963e-01
1.7217217217217218e-01,3.7012932832707557e-01
1.7317317317317318e-01,3.7179808093450151e-01
1.7417417417417419e-01,3.7346683354192750e-01
1.7517517517517520e-01,3.7513558614935344e-01
1.7617617617617617e-01,3.7680433875677938e-01
1.7717717717717718e-01,3.7847309136420532e-01
1.7817817817817819e-01,3.8014184397163125e-01
1.7917917917917919e-01,3.8181059657905725e-01
1.8018018018018020e-01,3.8347934918648319e-01
1.8118118118118118e-01,3.8514810179390913e-01
1.8218218218218218e-01,3.8681685440133506e-01
1.8318318318318319e-01,3.8848560700876100e-01
1.8418418418418420e-01,3.9015435961618694e-01
1.8518518518518520e-01,3.9182311222361293e-01
1.8618618618618618e-01,3.9349186483103887e-01
1.8718718718718719e-01,3.9516061743846481e-01
1.8818818818818819e-01,3.9682937004589075e-01
1.8918918918918920e-01,3.9849812265331669e-01
1.9019019019019021e-01,4.0016687526074263e-01
1.9119119119119118e-01,4.0183562786816862e-01
1.9219219219219219e-01,4.0350438047559456e-01
1.9319319319319320e-01,4.0517313308302050e-01
1.9419419419419420e-01,4.0684188569044644e-01
1.9519519519519521e-01,4.0851063829787237e-01
1.9619619619619619e-01,4.1017939090529837e-01
